costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,fyear,xintopt
A,USD,STD,INDL,C,AIR,1995-05-31,001004,1994,
A,USD,STD,INDL,C,AIR,1996-05-31,001004,1995,0.1380
A,USD,STD,INDL,C,AIR,1997-05-31,001004,1996,0.8670
A,USD,STD,INDL,C,AIR,1998-05-31,001004,1997,1.1790
A,USD,STD,INDL,C,AIR,1999-05-31,001004,1998,1.2680
A,USD,STD,INDL,C,AIR,2000-05-31,001004,1999,2.0660
A,USD,STD,INDL,C,AIR,2001-05-31,001004,2000,2.5300
A,USD,STD,INDL,C,AIR,2002-05-31,001004,2001,2.9600
A,USD,STD,INDL,C,AIR,2003-05-31,001004,2002,2.6160
A,USD,STD,INDL,C,AIR,2004-05-31,001004,2003,1.8650
A,USD,STD,INDL,C,AIR,2005-05-31,001004,2004,2.9450
I,USD,STD,INDL,C,4165A,1995-12-31,001010,1995,
I,USD,STD,INDL,C,4165A,1996-12-31,001010,1996,
I,USD,STD,INDL,C,4165A,1997-12-31,001010,1997,
I,USD,STD,INDL,C,4165A,1998-12-31,001010,1998,
I,USD,STD,INDL,C,4165A,1999-12-31,001010,1999,
I,USD,STD,INDL,C,4165A,2000-12-31,001010,2000,
I,USD,STD,INDL,C,4165A,2001-12-31,001010,2001,
I,USD,STD,INDL,C,4165A,2002-12-31,001010,2002,
I,USD,STD,INDL,C,4165A,2003-12-31,001010,2003,
I,USD,STD,INDL,C,ADCT.1,1995-10-31,001013,1995,
I,USD,STD,INDL,C,ADCT.1,1996-10-31,001013,1996,1.6700
I,USD,STD,INDL,C,ADCT.1,1997-10-31,001013,1997,19.1560
I,USD,STD,INDL,C,ADCT.1,1998-10-31,001013,1998,29.5060
I,USD,STD,INDL,C,ADCT.1,1999-10-31,001013,1999,42.7180
I,USD,STD,INDL,C,ADCT.1,2000-10-31,001013,2000,102.4000
I,USD,STD,INDL,C,ADCT.1,2001-10-31,001013,2001,106.0000
I,USD,STD,INDL,C,ADCT.1,2002-10-31,001013,2002,114.4000
I,USD,STD,INDL,C,ADCT.1,2003-10-31,001013,2003,42.3000
I,USD,STD,INDL,C,ADCT.1,2004-10-31,001013,2004,33.7000
I,USD,STD,INDL,C,ADCT.1,2005-10-31,001013,2005,17.5000
I,USD,STD,INDL,C,AELNA,1995-02-28,001017,1994,
I,USD,STD,INDL,C,AFAP,1995-12-31,001019,1995,
I,USD,STD,INDL,C,AFAP,1996-12-31,001019,1996,
I,USD,STD,INDL,C,AFAP,1997-12-31,001019,1997,
I,USD,STD,INDL,C,AFAP,1998-12-31,001019,1998,
I,USD,STD,INDL,C,AFAP,1999-12-31,001019,1999,
I,USD,STD,INDL,C,AFAP,2000-12-31,001019,2000,
I,USD,STD,INDL,C,AFAP,2001-12-31,001019,2001,
I,USD,STD,INDL,C,AFAP,2002-12-31,001019,2002,
I,USD,STD,INDL,C,AFAP,2003-12-31,001019,2003,
I,USD,STD,INDL,C,AFAP,2004-12-31,001019,2004,
I,USD,STD,INDL,C,AFAP,2005-12-31,001019,2005,
I,USD,STD,INDL,C,IWKS,1995-06-30,001021,1995,
I,USD,STD,INDL,C,IWKS,1996-06-30,001021,1996,
I,USD,STD,INDL,C,IWKS,1997-06-30,001021,1997,
I,USD,STD,INDL,C,IWKS,1998-06-30,001021,1998,
I,USD,STD,INDL,C,IWKS,1999-06-30,001021,1999,
I,USD,STD,INDL,C,IWKS,2000-06-30,001021,2000,0.1600
I,USD,STD,INDL,C,IWKS,2001-06-30,001021,2001,0.1490
I,USD,STD,INDL,C,IWKS,2002-06-30,001021,2002,0.0190
I,USD,STD,INDL,C,IWKS,2003-06-30,001021,2003,0.0030
I,USD,STD,INDL,C,IWKS,2004-06-30,001021,2004,0.2320
I,USD,STD,INDL,C,IWKS,2005-06-30,001021,2005,0.1520
I,USD,STD,INDL,C,AIIN,1995-02-28,001025,1994,
I,USD,STD,INDL,C,AIIN,1996-02-29,001025,1995,
I,USD,STD,INDL,C,ALO.2,1995-12-31,001034,1995,
I,USD,STD,INDL,C,ALO.2,1996-12-31,001034,1996,
I,USD,STD,INDL,C,ALO.2,1997-12-31,001034,1997,1.0800
I,USD,STD,INDL,C,ALO.2,1998-12-31,001034,1998,1.7840
I,USD,STD,INDL,C,ALO.2,1999-12-31,001034,1999,2.6550
I,USD,STD,INDL,C,ALO.2,2000-12-31,001034,2000,4.4180
I,USD,STD,INDL,C,ALO.2,2001-12-31,001034,2001,4.8760
I,USD,STD,INDL,C,ALO.2,2002-12-31,001034,2002,6.3350
I,USD,STD,INDL,C,ALO.2,2003-12-31,001034,2003,5.0410
I,USD,STD,INDL,C,ALO.2,2004-12-31,001034,2004,5.1390
I,USD,STD,INDL,C,ALO.2,2005-12-31,001034,2005,4.4230
I,USD,STD,INDL,C,UDI.,1995-12-31,001036,1995,
I,USD,STD,INDL,C,UDI.,1996-12-31,001036,1996,
I,USD,STD,INDL,C,UDI.,1997-12-31,001036,1997,
I,USD,STD,INDL,C,UDI.,1998-12-31,001036,1998,
I,USD,STD,INDL,C,UDI.,1999-12-31,001036,1999,
I,USD,STD,INDL,C,UDI.,2000-12-31,001036,2000,
I,USD,STD,INDL,C,AMCM.,1995-03-31,001037,1994,
I,USD,STD,INDL,C,AMCM.,1996-03-31,001037,1995,
I,USD,STD,INDL,C,AMCM.,1997-03-31,001037,1996,
I,USD,STD,INDL,C,AMCM.,1998-03-31,001037,1997,
I,USD,STD,INDL,C,AMCM.,1999-03-31,001037,1998,
I,USD,STD,INDL,C,AMCM.,2000-03-31,001037,1999,
I,USD,STD,INDL,C,AMCM.,2001-03-31,001037,2000,0.7290
I,USD,STD,INDL,C,AMCM.,2002-03-31,001037,2001,0.6320
I,USD,STD,INDL,C,AEN.2,1995-03-31,001038,1994,
I,USD,STD,INDL,C,AEN.2,1996-03-31,001038,1995,
I,USD,STD,INDL,C,AEN.2,1997-03-31,001038,1996,0.3310
I,USD,STD,INDL,C,AEN.2,1998-03-31,001038,1997,1.5080
I,USD,STD,INDL,C,AEN.2,1999-03-31,001038,1998,1.8610
I,USD,STD,INDL,C,AEN.2,2000-03-31,001038,1999,1.8460
I,USD,STD,INDL,C,AEN.2,2001-03-31,001038,2000,0.7070
I,USD,STD,INDL,C,AEN.2,2002-03-31,001038,2001,0.7170
I,USD,STD,INDL,C,AEN.2,2003-03-31,001038,2002,1.7890
I,USD,STD,INDL,C,AEN.2,2004-03-31,001038,2003,0.6940
I,USD,STD,INDL,C,MTI.3,1995-07-31,001043,1995,
I,USD,STD,INDL,C,MTI.3,1996-07-31,001043,1996,
I,USD,STD,INDL,C,MTI.3,1997-07-31,001043,1997,
I,USD,STD,INDL,C,MTI.3,1998-07-31,001043,1998,
I,USD,STD,INDL,C,MTI.3,1999-07-31,001043,1999,
A,USD,STD,INDL,C,AAL,1995-12-31,001045,1995,
A,USD,STD,INDL,C,AAL,1996-12-31,001045,1996,
A,USD,STD,INDL,C,AAL,1997-12-31,001045,1997,25.0000
A,USD,STD,INDL,C,AAL,1998-12-31,001045,1998,3.0000
A,USD,STD,INDL,C,AAL,1999-12-31,001045,1999,5.0000
A,USD,STD,INDL,C,AAL,2000-12-31,001045,2000,7.0000
A,USD,STD,INDL,C,AAL,2001-12-31,001045,2001,17.0000
A,USD,STD,INDL,C,AAL,2002-12-31,001045,2002,31.0000
A,USD,STD,INDL,C,AAL,2003-12-31,001045,2003,59.0000
A,USD,STD,INDL,C,AAL,2004-12-31,001045,2004,64.0000
A,USD,STD,INDL,C,AAL,2005-12-31,001045,2005,42.0000
I,USD,STD,INDL,C,4267A,1995-12-31,001048,1995,
I,USD,STD,INDL,C,4267A,1996-12-31,001048,1996,
I,USD,STD,INDL,C,4267A,1997-12-31,001048,1997,
I,USD,STD,INDL,C,4267A,1998-12-31,001048,1998,
I,USD,STD,INDL,C,4267A,1999-12-31,001048,1999,
I,USD,STD,INDL,C,4267A,2000-12-31,001048,2000,
I,USD,STD,INDL,C,4267A,2001-12-31,001048,2001,
I,USD,STD,INDL,C,4267A,2002-12-31,001048,2002,
I,USD,STD,INDL,C,4267A,2003-12-31,001048,2003,
I,USD,STD,INDL,C,4267A,2004-12-31,001048,2004,
I,USD,STD,INDL,C,4267A,2005-12-31,001048,2005,
A,USD,STD,INDL,C,CECO,1995-12-31,001050,1995,
A,USD,STD,INDL,C,CECO,1996-12-31,001050,1996,
A,USD,STD,INDL,C,CECO,1997-12-31,001050,1997,
A,USD,STD,INDL,C,CECO,1998-12-31,001050,1998,
A,USD,STD,INDL,C,CECO,1999-12-31,001050,1999,
A,USD,STD,INDL,C,CECO,2000-12-31,001050,2000,0.5010
A,USD,STD,INDL,C,CECO,2001-12-31,001050,2001,0.7750
A,USD,STD,INDL,C,CECO,2002-12-31,001050,2002,0.4220
A,USD,STD,INDL,C,CECO,2003-12-31,001050,2003,0.3680
A,USD,STD,INDL,C,CECO,2004-12-31,001050,2004,0.0500
A,USD,STD,INDL,C,CECO,2005-12-31,001050,2005,0.0390
I,USD,STD,INDL,C,ASTA.,1995-06-30,001055,1995,
I,USD,STD,INDL,C,ASTA.,1996-12-31,001055,1996,2.2050
I,USD,STD,INDL,C,ARXX,1995-06-30,001056,1995,
I,USD,STD,INDL,C,ARXX,1996-06-30,001056,1996,0.3520
I,USD,STD,INDL,C,ARXX,1997-06-30,001056,1997,0.5010
I,USD,STD,INDL,C,ARXX,1998-06-30,001056,1998,1.2940
I,USD,STD,INDL,C,ARXX,1999-06-30,001056,1999,3.1490
I,USD,STD,INDL,C,ARXX,2000-06-30,001056,2000,9.0950
I,USD,STD,INDL,C,ARXX,2001-06-30,001056,2001,43.7350
I,USD,STD,INDL,C,ARXX,2002-06-30,001056,2002,43.5770
I,USD,STD,INDL,C,ARXX,2003-06-30,001056,2003,28.4910
I,USD,STD,INDL,C,ARXX,2004-06-30,001056,2004,12.5240
I,USD,STD,INDL,C,ARXX,2005-06-30,001056,2005,12.8320
A,USD,STD,INDL,C,ASA,1995-11-30,001062,1995,
A,USD,STD,INDL,C,ASA,1996-11-30,001062,1996,
A,USD,STD,INDL,C,ASA,1997-11-30,001062,1997,
A,USD,STD,INDL,C,ASA,1998-11-30,001062,1998,
A,USD,STD,INDL,C,ASA,1999-11-30,001062,1999,
A,USD,STD,INDL,C,ASA,2000-11-30,001062,2000,
A,USD,STD,INDL,C,ASA,2001-11-30,001062,2001,
A,USD,STD,INDL,C,ASA,2002-11-30,001062,2002,
A,USD,STD,INDL,C,ASA,2003-11-30,001062,2003,
A,USD,STD,INDL,C,ASA,2004-11-30,001062,2004,
A,USD,STD,INDL,C,ASA,2005-11-30,001062,2005,
I,USD,STD,INDL,C,AVX.1,1995-03-31,001072,1994,
I,USD,STD,INDL,C,AVX.1,1996-03-31,001072,1995,
I,USD,STD,INDL,C,AVX.1,1997-03-31,001072,1996,2.5230
I,USD,STD,INDL,C,AVX.1,1998-03-31,001072,1997,
I,USD,STD,INDL,C,AVX.1,1999-03-31,001072,1998,
I,USD,STD,INDL,C,AVX.1,2000-03-31,001072,1999,
I,USD,STD,INDL,C,AVX.1,2001-03-31,001072,2000,5.9210
I,USD,STD,INDL,C,AVX.1,2002-03-31,001072,2001,6.6080
I,USD,STD,INDL,C,AVX.1,2003-03-31,001072,2002,6.9980
I,USD,STD,INDL,C,AVX.1,2004-03-31,001072,2003,5.8550
I,USD,STD,INDL,C,AVX.1,2005-03-31,001072,2004,4.0390
I,USD,STD,INDL,C,3AWCSA,1995-12-31,001073,1995,
I,USD,STD,INDL,C,3AWCSA,1996-12-31,001073,1996,
I,USD,STD,INDL,C,3AWCSA,1997-12-31,001073,1997,
A,USD,STD,INDL,C,PNW,1995-12-31,001075,1995,
A,USD,STD,INDL,C,PNW,1996-12-31,001075,1996,0.2110
A,USD,STD,INDL,C,PNW,1997-12-31,001075,1997,0.4100
A,USD,STD,INDL,C,PNW,1998-12-31,001075,1998,0.7150
A,USD,STD,INDL,C,PNW,1999-12-31,001075,1999,0.9740
A,USD,STD,INDL,C,PNW,2000-12-31,001075,2000,1.2300
A,USD,STD,INDL,C,PNW,2001-12-31,001075,2001,2.3660
A,USD,STD,INDL,C,PNW,2002-12-31,001075,2002,1.3950
A,USD,STD,INDL,C,PNW,2003-12-31,001075,2003,1.7060
A,USD,STD,INDL,C,PNW,2004-12-31,001075,2004,0.6210
A,USD,STD,INDL,C,PNW,2005-12-31,001075,2005,0.0000
A,USD,STD,INDL,C,PRG,1995-03-31,001076,1994,
A,USD,STD,INDL,C,PRG,1995-12-31,001076,1995,
A,USD,STD,INDL,C,PRG,1996-12-31,001076,1996,0.5680
A,USD,STD,INDL,C,PRG,1997-12-31,001076,1997,0.8880
A,USD,STD,INDL,C,PRG,1998-12-31,001076,1998,1.4080
A,USD,STD,INDL,C,PRG,1999-12-31,001076,1999,1.1780
A,USD,STD,INDL,C,PRG,2000-12-31,001076,2000,1.3510
A,USD,STD,INDL,C,PRG,2001-12-31,001076,2001,1.2620
A,USD,STD,INDL,C,PRG,2002-12-31,001076,2002,1.1650
A,USD,STD,INDL,C,PRG,2003-12-31,001076,2003,1.3450
A,USD,STD,INDL,C,PRG,2004-12-31,001076,2004,1.9250
A,USD,STD,INDL,C,PRG,2005-12-31,001076,2005,2.5250
A,USD,STD,INDL,C,ABT,1995-12-31,001078,1995,
A,USD,STD,INDL,C,ABT,1996-12-31,001078,1996,37.0000
A,USD,STD,INDL,C,ABT,1997-12-31,001078,1997,64.0000
A,USD,STD,INDL,C,ABT,1998-12-31,001078,1998,90.0000
A,USD,STD,INDL,C,ABT,1999-12-31,001078,1999,100.0000
A,USD,STD,INDL,C,ABT,2000-12-31,001078,2000,200.0000
A,USD,STD,INDL,C,ABT,2001-12-31,001078,2001,150.3900
A,USD,STD,INDL,C,ABT,2002-12-31,001078,2002,200.0000
A,USD,STD,INDL,C,ABT,2003-12-31,001078,2003,300.0000
A,USD,STD,INDL,C,ABT,2004-12-31,001078,2004,200.0000
A,USD,STD,INDL,C,ABT,2005-12-31,001078,2005,200.0000
I,USD,STD,INDL,C,SERV.1,1995-04-30,001082,1994,
I,USD,STD,INDL,C,SERV.1,1996-04-30,001082,1995,
I,USD,STD,INDL,C,SERV.1,1997-04-30,001082,1996,
I,USD,STD,INDL,C,SERV.1,1998-04-30,001082,1997,
I,USD,STD,INDL,C,SERV.1,1999-04-30,001082,1998,
I,USD,STD,INDL,C,SERV.1,2000-04-30,001082,1999,
I,USD,STD,INDL,C,SERV.1,2001-04-30,001082,2000,
I,USD,STD,INDL,C,SERV.1,2002-04-30,001082,2001,0.0470
I,USD,STD,INDL,C,SERV.1,2003-04-30,001082,2002,0.1990
I,USD,STD,INDL,C,SERV.1,2004-04-30,001082,2003,0.0670
I,USD,STD,INDL,C,SERV.1,2005-04-30,001082,2004,0.0250
A,USD,STD,INDL,C,WDDD,1995-09-30,001084,1995,
A,USD,STD,INDL,C,WDDD,1996-09-30,001084,1996,
A,USD,STD,INDL,C,WDDD,1997-09-30,001084,1997,
A,USD,STD,INDL,C,WDDD,1998-12-31,001084,1998,
A,USD,STD,INDL,C,WDDD,1999-12-31,001084,1999,
A,USD,STD,INDL,C,WDDD,2000-12-31,001084,2000,2.3930
A,USD,STD,INDL,C,WDDD,2001-12-31,001084,2001,
A,USD,STD,INDL,C,WDDD,2002-12-31,001084,2002,
A,USD,STD,INDL,C,WDDD,2003-12-31,001084,2003,
A,USD,STD,INDL,C,WDDD,2004-12-31,001084,2004,
A,USD,STD,INDL,C,WDDD,2005-12-31,001084,2005,
I,USD,STD,INDL,C,3AMETE,1995-12-31,001086,1995,
I,USD,STD,INDL,C,3AMETE,1996-12-31,001086,1996,
I,USD,STD,INDL,C,1416B,1995-04-30,001090,1994,
I,USD,STD,INDL,C,1416B,1996-04-30,001090,1995,
I,USD,STD,INDL,C,1416B,1997-04-30,001090,1996,
I,USD,STD,INDL,C,1416B,1998-04-30,001090,1997,
I,USD,STD,INDL,C,ACETQ,1995-06-30,001094,1995,
I,USD,STD,INDL,C,ACETQ,1996-06-30,001094,1996,
I,USD,STD,INDL,C,ACETQ,1997-06-30,001094,1997,
I,USD,STD,INDL,C,ACETQ,1998-06-30,001094,1998,
I,USD,STD,INDL,C,ACETQ,1999-06-30,001094,1999,
I,USD,STD,INDL,C,ACETQ,2000-06-30,001094,2000,0.3010
I,USD,STD,INDL,C,ACETQ,2001-06-30,001094,2001,0.3610
I,USD,STD,INDL,C,ACETQ,2002-06-30,001094,2002,0.2130
I,USD,STD,INDL,C,ACETQ,2003-06-30,001094,2003,0.7610
I,USD,STD,INDL,C,ACETQ,2004-06-30,001094,2004,1.1760
I,USD,STD,INDL,C,ACETQ,2005-06-30,001094,2005,4.3140
I,USD,STD,INDL,C,AK,1995-12-31,001095,1995,
I,USD,STD,INDL,C,AK,1996-12-31,001095,1996,
I,USD,STD,INDL,C,AK,1997-12-31,001095,1997,0.1870
I,USD,STD,INDL,C,AK,1998-12-31,001095,1998,0.2060
I,USD,STD,INDL,C,AK,1999-12-31,001095,1999,0.4870
I,USD,STD,INDL,C,AK,2000-12-31,001095,2000,0.9670
I,USD,STD,INDL,C,AK,2001-12-31,001095,2001,0.6820
A,USD,STD,INDL,C,ACMTA,1995-12-31,001097,1995,
A,USD,STD,INDL,C,ACMTA,1996-12-31,001097,1996,
A,USD,STD,INDL,C,ACMTA,1997-12-31,001097,1997,
A,USD,STD,INDL,C,ACMTA,1998-12-31,001097,1998,
A,USD,STD,INDL,C,ACMTA,1999-12-31,001097,1999,
A,USD,STD,INDL,C,ACMTA,2000-12-31,001097,2000,
A,USD,STD,INDL,C,ACMTA,2001-12-31,001097,2001,
A,USD,STD,INDL,C,ACMTA,2002-12-31,001097,2002,0.2210
A,USD,STD,INDL,C,ACMTA,2003-12-31,001097,2003,0.0900
A,USD,STD,INDL,C,ACMTA,2004-12-31,001097,2004,0.2830
A,USD,STD,INDL,C,ACMTA,2005-12-31,001097,2005,0.2670
I,USD,STD,INDL,C,AMT.1,1995-09-30,001098,1995,
I,USD,STD,INDL,C,ACEE,1995-06-30,001099,1995,
I,USD,STD,INDL,C,ACEE,1996-06-30,001099,1996,
I,USD,STD,INDL,C,ACEE,1997-06-30,001099,1997,
I,USD,STD,INDL,C,ACEE,1998-06-30,001099,1998,
I,USD,STD,INDL,C,ACEE,1999-06-30,001099,1999,
I,USD,STD,INDL,C,ACEE,2000-06-30,001099,2000,
A,USD,STD,INDL,C,ACU,1995-12-31,001104,1995,
A,USD,STD,INDL,C,ACU,1996-12-31,001104,1996,
A,USD,STD,INDL,C,ACU,1997-12-31,001104,1997,
A,USD,STD,INDL,C,ACU,1998-12-31,001104,1998,
A,USD,STD,INDL,C,ACU,1999-12-31,001104,1999,
A,USD,STD,INDL,C,ACU,2000-12-31,001104,2000,0.1830
A,USD,STD,INDL,C,ACU,2001-12-31,001104,2001,0.2310
A,USD,STD,INDL,C,ACU,2002-12-31,001104,2002,0.0890
A,USD,STD,INDL,C,ACU,2003-12-31,001104,2003,0.0850
A,USD,STD,INDL,C,ACU,2004-12-31,001104,2004,0.0770
A,USD,STD,INDL,C,ACU,2005-12-31,001104,2005,0.2730
I,USD,STD,INDL,C,2675B,1995-12-31,001107,1995,
I,USD,STD,INDL,C,2675B,1996-12-31,001107,1996,
I,USD,STD,INDL,C,2675B,1997-12-31,001107,1997,
I,USD,STD,INDL,C,2675B,1998-12-31,001107,1998,
I,USD,STD,INDL,C,2675B,1999-12-31,001107,1999,
I,USD,STD,INDL,C,2675B,2000-12-31,001107,2000,0.0000
I,USD,STD,INDL,C,2675B,2001-12-31,001107,2001,0.0000
I,USD,STD,INDL,C,2675B,2002-12-31,001107,2002,0.0000
I,USD,STD,INDL,C,PRHD,1995-06-30,001108,1995,
I,USD,STD,INDL,C,PRHD,1996-06-30,001108,1996,
I,USD,STD,INDL,C,PRHD,1997-06-30,001108,1997,
I,USD,STD,INDL,C,AHIX,1995-12-31,001109,1995,
I,USD,STD,INDL,C,AHIX,1996-12-31,001109,1996,
I,USD,STD,INDL,C,AHIX,1997-12-31,001109,1997,
I,USD,STD,INDL,C,AHIX,1998-12-31,001109,1998,
I,USD,STD,INDL,C,AHIX,1999-12-31,001109,1999,
I,USD,STD,INDL,C,AHIX,2000-12-31,001109,2000,0.3670
I,USD,STD,INDL,C,AHIX,2001-12-31,001109,2001,0.0550
I,USD,STD,INDL,C,AHIX,2002-12-31,001109,2002,0.1840
I,USD,STD,INDL,C,AHIX,2003-12-31,001109,2003,0.2690
I,USD,STD,INDL,C,AHIX,2004-12-31,001109,2004,0.0950
I,USD,STD,INDL,C,AHIX,2005-12-31,001109,2005,0.1270
I,USD,STD,INDL,C,ATVI.1,1995-03-31,001111,1994,
I,USD,STD,INDL,C,ATVI.1,1996-03-31,001111,1995,3.2280
I,USD,STD,INDL,C,ATVI.1,1997-03-31,001111,1996,3.2790
I,USD,STD,INDL,C,ATVI.1,1998-03-31,001111,1997,5.8790
I,USD,STD,INDL,C,ATVI.1,1999-03-31,001111,1998,14.1430
I,USD,STD,INDL,C,ATVI.1,2000-03-31,001111,1999,11.2670
I,USD,STD,INDL,C,ATVI.1,2001-03-31,001111,2000,8.9760
I,USD,STD,INDL,C,ATVI.1,2002-03-31,001111,2001,12.6220
I,USD,STD,INDL,C,ATVI.1,2003-03-31,001111,2002,21.0040
I,USD,STD,INDL,C,ATVI.1,2004-03-31,001111,2003,18.1110
I,USD,STD,INDL,C,ATVI.1,2005-03-31,001111,2004,15.3710
I,USD,STD,INDL,C,ADAC.,1995-09-30,001115,1995,
I,USD,STD,INDL,C,ADAC.,1996-09-30,001115,1996,0.8060
I,USD,STD,INDL,C,ADAC.,1997-09-30,001115,1997,2.3960
I,USD,STD,INDL,C,ADAC.,1998-09-30,001115,1998,3.1430
I,USD,STD,INDL,C,ADAC.,1999-09-30,001115,1999,4.1340
I,USD,STD,INDL,C,ADAC.,2000-09-30,001115,2000,
A,USD,STD,INDL,C,BKTI,1995-12-31,001117,1995,
A,USD,STD,INDL,C,BKTI,1996-12-31,001117,1996,
A,USD,STD,INDL,C,BKTI,1997-12-31,001117,1997,
A,USD,STD,INDL,C,BKTI,1998-12-31,001117,1998,
A,USD,STD,INDL,C,BKTI,1999-12-31,001117,1999,
A,USD,STD,INDL,C,BKTI,2000-12-31,001117,2000,0.4830
A,USD,STD,INDL,C,BKTI,2001-12-31,001117,2001,0.6200
A,USD,STD,INDL,C,BKTI,2002-12-31,001117,2002,0.6760
A,USD,STD,INDL,C,BKTI,2003-12-31,001117,2003,0.0840
A,USD,STD,INDL,C,BKTI,2004-12-31,001117,2004,0.1240
A,USD,STD,INDL,C,BKTI,2005-12-31,001117,2005,0.1460
A,USD,STD,INDL,C,ADX,1995-12-31,001119,1995,
A,USD,STD,INDL,C,ADX,1996-12-31,001119,1996,
A,USD,STD,INDL,C,ADX,1997-12-31,001119,1997,
A,USD,STD,INDL,C,ADX,1998-12-31,001119,1998,
A,USD,STD,INDL,C,ADX,1999-12-31,001119,1999,
A,USD,STD,INDL,C,ADX,2000-12-31,001119,2000,
A,USD,STD,INDL,C,ADX,2001-12-31,001119,2001,
A,USD,STD,INDL,C,ADX,2002-12-31,001119,2002,
A,USD,STD,INDL,C,ADX,2003-12-31,001119,2003,
A,USD,STD,INDL,C,ADX,2004-12-31,001119,2004,
A,USD,STD,INDL,C,ADX,2005-12-31,001119,2005,
I,USD,STD,INDL,C,AE,1995-12-31,001121,1995,
I,USD,STD,INDL,C,AE,1996-12-31,001121,1996,
I,USD,STD,INDL,C,AE,1997-12-31,001121,1997,
I,USD,STD,INDL,C,AE,1998-12-31,001121,1998,
I,USD,STD,INDL,C,AE,1999-12-31,001121,1999,
I,USD,STD,INDL,C,AE,2000-12-31,001121,2000,
I,USD,STD,INDL,C,AE,2001-12-31,001121,2001,
I,USD,STD,INDL,C,AE,2002-12-31,001121,2002,
I,USD,STD,INDL,C,AE,2003-12-31,001121,2003,
I,USD,STD,INDL,C,AE,2004-12-31,001121,2004,
I,USD,STD,INDL,C,AE,2005-12-31,001121,2005,
I,USD,STD,INDL,C,ADV.2,1995-09-30,001148,1995,
I,USD,STD,INDL,C,ADV.2,1996-09-30,001148,1996,
I,USD,STD,INDL,C,ADV.2,1997-09-30,001148,1997,
I,USD,STD,INDL,C,ADV.2,1998-09-30,001148,1998,
I,USD,STD,INDL,C,ADV.2,1999-09-30,001148,1999,
I,USD,STD,INDL,C,ADV.2,2000-09-30,001148,2000,
I,USD,STD,INDL,C,AQTN,1995-04-30,001151,1994,
I,USD,STD,INDL,C,AQTN,1996-04-30,001151,1995,
I,USD,STD,INDL,C,AERS.,1995-12-31,001154,1995,
I,USD,STD,INDL,C,AERS.,1996-12-31,001154,1996,
I,USD,STD,INDL,C,AERS.,1997-12-31,001154,1997,
I,USD,STD,INDL,C,AERS.,1998-12-31,001154,1998,
I,USD,STD,INDL,C,AERS.,1999-12-31,001154,1999,
I,USD,STD,INDL,C,AERS.,2000-12-31,001154,2000,
I,USD,STD,INDL,C,AERS.,2001-12-31,001154,2001,
I,USD,STD,INDL,C,AERS.,2002-12-31,001154,2002,
A,USD,STD,INDL,C,AMD,1995-12-31,001161,1995,
A,USD,STD,INDL,C,AMD,1996-12-31,001161,1996,20.5010
A,USD,STD,INDL,C,AMD,1997-12-31,001161,1997,23.2140
A,USD,STD,INDL,C,AMD,1998-12-31,001161,1998,25.7610
A,USD,STD,INDL,C,AMD,1999-12-31,001161,1999,33.5610
A,USD,STD,INDL,C,AMD,2000-12-31,001161,2000,152.5310
A,USD,STD,INDL,C,AMD,2001-12-31,001161,2001,118.3370
A,USD,STD,INDL,C,AMD,2002-12-31,001161,2002,146.9360
A,USD,STD,INDL,C,AMD,2003-12-31,001161,2003,78.5440
A,USD,STD,INDL,C,AMD,2004-12-31,001161,2004,154.5240
A,USD,STD,INDL,C,AMD,2005-12-31,001161,2005,116.9580
I,USD,STD,INDL,C,MCIP,1995-12-31,001164,1995,
I,USD,STD,INDL,C,MCIP,1996-12-31,001164,1996,15.6030
I,USD,STD,INDL,C,MCIP,1997-12-31,001164,1997,50.6530
I,USD,STD,INDL,C,MCIP,1998-12-31,001164,1998,110.0000
I,USD,STD,INDL,C,MCIP,1999-12-31,001164,1999,499.0000
I,USD,STD,INDL,C,MCIP,2000-12-31,001164,2000,
I,USD,STD,INDL,C,MCIP,2001-12-31,001164,2001,
I,USD,STD,INDL,C,MCIP,2002-12-31,001164,2002,303.0000
I,USD,STD,INDL,C,MCIP,2003-12-31,001164,2003,270.0000
I,USD,STD,INDL,C,MCIP,2004-12-31,001164,2004,6.0000
I,USD,STD,INDL,C,BFTC,1995-09-30,001165,1995,
I,USD,STD,INDL,C,BFTC,1996-09-30,001165,1996,
I,USD,STD,INDL,C,BFTC,1997-09-30,001165,1997,
I,USD,STD,INDL,C,BFTC,1998-09-30,001165,1998,
I,USD,STD,INDL,C,BFTC,1999-09-30,001165,1999,
I,USD,STD,INDL,C,BFTC,2000-09-30,001165,2000,
I,USD,STD,INDL,C,BFTC,2001-09-30,001165,2001,0.0000
I,USD,STD,INDL,C,BFTC,2002-09-30,001165,2002,0.0000
I,USD,STD,INDL,C,BFTC,2003-09-30,001165,2003,
I,USD,STD,INDL,C,BFTC,2004-09-30,001165,2004,
I,USD,STD,INDL,C,BFTC,2005-09-30,001165,2005,
A,USD,STD,INDL,C,ASMIY,1995-12-31,001166,1995,
A,USD,STD,INDL,C,ASMIY,1996-12-31,001166,1996,
A,USD,STD,INDL,C,ASMIY,1997-12-31,001166,1997,
A,USD,STD,INDL,C,ASMIY,1998-12-31,001166,1998,
A,USD,STD,INDL,C,ASMIY,1999-12-31,001166,1999,
