costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,fyear,xintopt
A,USD,STD,INDL,C,UL,1997-12-31,010846,1997,
A,USD,STD,INDL,C,UL,1998-12-31,010846,1998,
A,USD,STD,INDL,C,UL,1999-12-31,010846,1999,
A,USD,STD,INDL,C,UL,2000-12-31,010846,2000,
A,USD,STD,INDL,C,UL,2001-12-31,010846,2001,
A,USD,STD,INDL,C,UL,2002-12-31,010846,2002,
A,USD,STD,INDL,C,UL,2003-12-31,010846,2003,
A,USD,STD,INDL,C,UL,2004-12-31,010846,2004,
A,USD,STD,INDL,C,UL,2005-12-31,010846,2005,
I,USD,STD,INDL,C,UMED.,1995-12-31,010848,1995,
I,USD,STD,INDL,C,UMED.,1996-12-31,010848,1996,
I,USD,STD,INDL,C,UMED.,1997-12-31,010848,1997,
I,USD,STD,INDL,C,UMED.,1998-12-31,010848,1998,
I,USD,STD,INDL,C,UNLL,1995-12-31,010850,1995,
I,USD,STD,INDL,C,UNLL,1996-12-31,010850,1996,
I,USD,STD,INDL,C,UNLL,1997-12-31,010850,1997,
I,USD,STD,INDL,C,UNLL,1998-12-31,010850,1998,
I,USD,STD,INDL,C,UNLL,1999-12-31,010850,1999,
I,USD,STD,INDL,C,UNLL,2000-12-31,010850,2000,
I,USD,STD,INDL,C,UNLL,2001-12-31,010850,2001,
I,USD,STD,INDL,C,UNLL,2002-12-31,010850,2002,
I,USD,STD,INDL,C,UNLL,2003-12-31,010850,2003,
I,USD,STD,INDL,C,UNLL,2004-12-31,010850,2004,
I,USD,STD,INDL,C,UNLL,2005-12-31,010850,2005,
I,USD,STD,INDL,C,UNUL.CM,1995-12-31,010853,1995,
I,USD,STD,INDL,C,UNUL.CM,1996-12-31,010853,1996,
I,USD,STD,INDL,C,UNUL.CM,1997-12-31,010853,1997,
I,USD,STD,INDL,C,UNUL.CM,1998-12-31,010853,1998,
I,USD,STD,INDL,C,UNUL.CM,1999-12-31,010853,1999,
I,USD,STD,INDL,C,UNUL.CM,2000-12-31,010853,2000,
I,USD,STD,INDL,C,UNUL.CM,2001-12-31,010853,2001,
I,USD,STD,INDL,C,UNUL.CM,2002-12-31,010853,2002,
I,USD,STD,INDL,C,UNUL.CM,2003-12-31,010853,2003,
I,USD,STD,INDL,C,UNUL.CM,2004-12-31,010853,2004,
I,USD,STD,INDL,C,UNUL.CM,2005-12-31,010853,2005,
I,USD,STD,INDL,C,UCC.2,1995-12-31,010855,1995,
I,USD,STD,INDL,C,UCC.2,1996-12-31,010855,1996,2.2080
I,USD,STD,INDL,C,UCC.2,1997-12-31,010855,1997,4.3700
I,USD,STD,INDL,C,UCC.2,1998-12-31,010855,1998,6.0100
A,USD,STD,INDL,C,DOW2,1995-12-31,010857,1995,
A,USD,STD,INDL,C,DOW2,1996-12-31,010857,1996,7.0000
A,USD,STD,INDL,C,DOW2,1997-12-31,010857,1997,13.0000
A,USD,STD,INDL,C,DOW2,1998-12-31,010857,1998,15.0000
A,USD,STD,INDL,C,DOW2,1999-12-31,010857,1999,17.0000
A,USD,STD,INDL,C,DOW2,2000-12-31,010857,2000,20.0000
A,USD,STD,INDL,C,DOW2,2001-12-31,010857,2001,0.0000
A,USD,STD,INDL,C,DOW2,2002-12-31,010857,2002,0.0000
A,USD,STD,INDL,C,DOW2,2003-12-31,010857,2003,0.0000
A,USD,STD,INDL,C,DOW2,2004-12-31,010857,2004,0.0000
A,USD,STD,INDL,C,DOW2,2005-12-31,010857,2005,0.0000
I,USD,STD,INDL,C,UCO.,1995-06-30,010859,1995,
I,USD,STD,INDL,C,UCO.,1996-06-30,010859,1996,
I,USD,STD,INDL,C,UCO.,1997-06-30,010859,1997,
A,USD,STD,INDL,C,AEE,1995-12-31,010860,1995,
A,USD,STD,INDL,C,AEE,1996-12-31,010860,1996,0.0000
A,USD,STD,INDL,C,AEE,1997-12-31,010860,1997,0.0000
A,USD,STD,INDL,C,AEE,1998-12-31,010860,1998,0.0000
A,USD,STD,INDL,C,AEE,1999-12-31,010860,1999,0.0000
A,USD,STD,INDL,C,AEE,2000-12-31,010860,2000,0.0000
A,USD,STD,INDL,C,AEE,2001-12-31,010860,2001,0.0000
A,USD,STD,INDL,C,AEE,2002-12-31,010860,2002,
A,USD,STD,INDL,C,AEE,2003-12-31,010860,2003,
A,USD,STD,INDL,C,AEE,2004-12-31,010860,2004,1.0000
A,USD,STD,INDL,C,AEE,2005-12-31,010860,2005,
I,USD,STD,INDL,C,SE2,1995-12-31,010862,1995,
I,USD,STD,INDL,C,SE2,1996-12-31,010862,1996,
I,USD,STD,INDL,C,SE2,1997-12-31,010862,1997,
I,USD,STD,INDL,C,SE2,1998-12-31,010862,1998,
I,USD,STD,INDL,C,SE2,1999-12-31,010862,1999,
I,USD,STD,INDL,C,SE2,2000-12-31,010862,2000,
I,USD,STD,INDL,C,SE2,2001-12-31,010862,2001,
I,USD,STD,INDL,C,SE2,2002-12-31,010862,2002,
I,USD,STD,INDL,C,SE2,2003-12-31,010862,2003,
I,USD,STD,INDL,C,SE2,2004-12-31,010862,2004,
I,USD,STD,INDL,C,SE2,2005-12-31,010862,2005,
A,USD,STD,INDL,C,DUK7,1995-12-31,010863,1995,
A,USD,STD,INDL,C,DUK7,1996-12-31,010863,1996,
A,USD,STD,INDL,C,DUK7,1997-12-31,010863,1997,
A,USD,STD,INDL,C,DUK7,1998-12-31,010863,1998,
A,USD,STD,INDL,C,DUK7,1999-12-31,010863,1999,
A,USD,STD,INDL,C,DUK7,2000-12-31,010863,2000,
A,USD,STD,INDL,C,DUK7,2001-12-31,010863,2001,
A,USD,STD,INDL,C,DUK7,2002-12-31,010863,2002,
A,USD,STD,INDL,C,DUK7,2003-12-31,010863,2003,
A,USD,STD,INDL,C,DUK7,2004-12-31,010863,2004,
A,USD,STD,INDL,C,DUK7,2005-12-31,010863,2005,
A,USD,STD,INDL,C,UNP,1995-12-31,010867,1995,
A,USD,STD,INDL,C,UNP,1996-12-31,010867,1996,3.0000
A,USD,STD,INDL,C,UNP,1997-12-31,010867,1997,14.0000
A,USD,STD,INDL,C,UNP,1998-12-31,010867,1998,51.0000
A,USD,STD,INDL,C,UNP,1999-12-31,010867,1999,55.0000
A,USD,STD,INDL,C,UNP,2000-12-31,010867,2000,29.0000
A,USD,STD,INDL,C,UNP,2001-12-31,010867,2001,22.0000
A,USD,STD,INDL,C,UNP,2002-12-31,010867,2002,21.0000
A,USD,STD,INDL,C,UNP,2003-12-31,010867,2003,22.0000
A,USD,STD,INDL,C,UNP,2004-12-31,010867,2004,22.0000
A,USD,STD,INDL,C,UNP,2005-12-31,010867,2005,37.0000
I,USD,STD,INDL,C,UPC.,1995-12-31,010868,1995,
I,USD,STD,INDL,C,UPC.,1996-12-31,010868,1996,2.4000
I,USD,STD,INDL,C,UPC.,1997-12-31,010868,1997,6.0000
I,USD,STD,INDL,C,UPC.,1998-12-31,010868,1998,10.9000
I,USD,STD,INDL,C,UPC.,1999-12-31,010868,1999,13.1000
I,USD,STD,INDL,C,UPC.,2000-12-31,010868,2000,8.4000
I,USD,STD,INDL,C,UPC.,2001-12-31,010868,2001,10.7000
I,USD,STD,INDL,C,UPC.,2002-12-31,010868,2002,13.9000
I,USD,STD,INDL,C,UPC.,2003-12-31,010868,2003,14.6000
I,USD,STD,INDL,C,4168A,1995-12-31,010870,1995,
I,USD,STD,INDL,C,4168A,1996-12-31,010870,1996,
I,USD,STD,INDL,C,4168A,1997-12-31,010870,1997,
I,USD,STD,INDL,C,4168A,1998-12-31,010870,1998,
I,USD,STD,INDL,C,4168A,1999-12-31,010870,1999,
I,USD,STD,INDL,C,4168A,2000-12-31,010870,2000,
I,USD,STD,INDL,C,4168A,2001-12-31,010870,2001,
I,USD,STD,INDL,C,4168A,2002-12-31,010870,2002,
I,USD,STD,INDL,C,4168A,2003-12-31,010870,2003,
I,USD,STD,INDL,C,4168A,2004-12-31,010870,2004,
I,USD,STD,INDL,C,4168A,2005-12-31,010870,2005,
A,USD,STD,INDL,C,UNTC,1995-12-31,010877,1995,
A,USD,STD,INDL,C,UNTC,1996-12-31,010877,1996,0.0890
A,USD,STD,INDL,C,UNTC,1997-12-31,010877,1997,0.3760
A,USD,STD,INDL,C,UNTC,1998-12-31,010877,1998,0.3130
A,USD,STD,INDL,C,UNTC,1999-12-31,010877,1999,0.3960
A,USD,STD,INDL,C,UNTC,2000-12-31,010877,2000,0.3580
A,USD,STD,INDL,C,UNTC,2001-12-31,010877,2001,0.9440
A,USD,STD,INDL,C,UNTC,2002-12-31,010877,2002,0.8190
A,USD,STD,INDL,C,UNTC,2003-12-31,010877,2003,0.9440
A,USD,STD,INDL,C,UNTC,2004-12-31,010877,2004,1.7340
A,USD,STD,INDL,C,UNTC,2005-12-31,010877,2005,2.0660
I,USD,STD,INDL,C,CQB,1995-12-31,010884,1995,
I,USD,STD,INDL,C,CQB,1996-12-31,010884,1996,2.0000
I,USD,STD,INDL,C,CQB,1997-12-31,010884,1997,3.0000
I,USD,STD,INDL,C,CQB,1998-12-31,010884,1998,4.0000
I,USD,STD,INDL,C,CQB,1999-12-31,010884,1999,5.0000
I,USD,STD,INDL,C,CQB,2000-12-31,010884,2000,4.0000
I,USD,STD,INDL,C,CQB,2001-12-31,010884,2001,4.0000
I,USD,STD,INDL,C,CQB,2002-12-31,010884,2002,8.3540
I,USD,STD,INDL,C,CQB,2003-12-31,010884,2003,7.4520
I,USD,STD,INDL,C,CQB,2004-12-31,010884,2004,6.6570
I,USD,STD,INDL,C,CQB,2005-12-31,010884,2005,6.0520
I,USD,STD,INDL,C,UCIT,1995-12-31,010888,1995,
I,USD,STD,INDL,C,UCIT,1996-12-31,010888,1996,
I,USD,STD,INDL,C,UCFNQ,1995-12-31,010889,1995,
I,USD,STD,INDL,C,UCFNQ,1996-12-31,010889,1996,
I,USD,STD,INDL,C,UCFNQ,1997-12-31,010889,1997,
I,USD,STD,INDL,C,UCFNQ,1998-12-31,010889,1998,
A,USD,STD,INDL,C,UDR,1995-12-31,010894,1995,
A,USD,STD,INDL,C,UDR,1996-12-31,010894,1996,0.6190
A,USD,STD,INDL,C,UDR,1997-12-31,010894,1997,0.9400
A,USD,STD,INDL,C,UDR,1998-12-31,010894,1998,0.8980
A,USD,STD,INDL,C,UDR,1999-12-31,010894,1999,1.0610
A,USD,STD,INDL,C,UDR,2000-12-31,010894,2000,0.9480
A,USD,STD,INDL,C,UDR,2001-12-31,010894,2001,0.4490
A,USD,STD,INDL,C,UDR,2002-12-31,010894,2002,0.3800
A,USD,STD,INDL,C,UDR,2003-12-31,010894,2003,0.2920
A,USD,STD,INDL,C,UDR,2004-12-31,010894,2004,
A,USD,STD,INDL,C,UDR,2005-12-31,010894,2005,
I,USD,STD,INDL,C,UFD.A,1995-02-28,010899,1994,
I,USD,STD,INDL,C,UFD.A,1996-02-29,010899,1995,
I,USD,STD,INDL,C,UFD.A,1997-02-28,010899,1996,
I,USD,STD,INDL,C,UFD.A,1998-02-28,010899,1997,
I,USD,STD,INDL,C,UFD.A,1999-02-28,010899,1998,
I,USD,STD,INDL,C,5500B,1995-09-30,010901,1995,
I,USD,STD,INDL,C,5500B,1996-09-30,010901,1996,
I,USD,STD,INDL,C,5500B,1997-09-30,010901,1997,
I,USD,STD,INDL,C,5500B,1998-09-30,010901,1998,
A,USD,STD,INDL,C,UG,1995-12-31,010902,1995,
A,USD,STD,INDL,C,UG,1996-12-31,010902,1996,
A,USD,STD,INDL,C,UG,1997-12-31,010902,1997,
A,USD,STD,INDL,C,UG,1998-12-31,010902,1998,
A,USD,STD,INDL,C,UG,1999-12-31,010902,1999,
A,USD,STD,INDL,C,UG,2000-12-31,010902,2000,0.0030
A,USD,STD,INDL,C,UG,2001-12-31,010902,2001,0.0000
A,USD,STD,INDL,C,UG,2002-12-31,010902,2002,0.0120
A,USD,STD,INDL,C,UG,2003-12-31,010902,2003,0.0190
A,USD,STD,INDL,C,UG,2004-12-31,010902,2004,0.0000
A,USD,STD,INDL,C,UG,2005-12-31,010902,2005,0.0000
A,USD,STD,INDL,C,UNH,1995-12-31,010903,1995,
A,USD,STD,INDL,C,UNH,1996-12-31,010903,1996,23.9860
A,USD,STD,INDL,C,UNH,1997-12-31,010903,1997,30.0000
A,USD,STD,INDL,C,UNH,1998-12-31,010903,1998,40.0000
A,USD,STD,INDL,C,UNH,1999-12-31,010903,1999,37.0000
A,USD,STD,INDL,C,UNH,2000-12-31,010903,2000,76.0000
A,USD,STD,INDL,C,UNH,2001-12-31,010903,2001,82.0000
A,USD,STD,INDL,C,UNH,2002-12-31,010903,2002,101.0000
A,USD,STD,INDL,C,UNH,2003-12-31,010903,2003,122.0000
A,USD,STD,INDL,C,UNH,2004-12-31,010903,2004,132.0000
A,USD,STD,INDL,C,UNH,2005-12-31,010903,2005,160.0000
I,USD,STD,INDL,C,UIL,1995-12-31,010905,1995,
I,USD,STD,INDL,C,UIL,1996-12-31,010905,1996,0.0000
I,USD,STD,INDL,C,UIL,1997-12-31,010905,1997,0.0000
I,USD,STD,INDL,C,UIL,1998-12-31,010905,1998,0.0000
I,USD,STD,INDL,C,UIL,1999-12-31,010905,1999,0.0000
I,USD,STD,INDL,C,UIL,2000-12-31,010905,2000,0.2670
I,USD,STD,INDL,C,UIL,2001-12-31,010905,2001,0.6310
I,USD,STD,INDL,C,UIL,2002-12-31,010905,2002,1.7640
I,USD,STD,INDL,C,UIL,2003-12-31,010905,2003,0.5680
I,USD,STD,INDL,C,UIL,2004-12-31,010905,2004,0.6050
I,USD,STD,INDL,C,UIL,2005-12-31,010905,2005,0.1320
I,USD,STD,INDL,C,UIC,1995-12-31,010906,1995,
I,USD,STD,INDL,C,UIC,1996-12-31,010906,1996,
I,USD,STD,INDL,C,UIC,1997-12-31,010906,1997,
I,USD,STD,INDL,C,UIC,1998-12-31,010906,1998,
I,USD,STD,INDL,C,UIC,1999-12-31,010906,1999,
I,USD,STD,INDL,C,UIC,2000-12-31,010906,2000,0.7560
I,USD,STD,INDL,C,UIC,2001-12-31,010906,2001,0.7460
I,USD,STD,INDL,C,UIC,2002-12-31,010906,2002,0.7850
I,USD,STD,INDL,C,UIC,2003-12-31,010906,2003,0.7160
I,USD,STD,INDL,C,UIC,2004-12-31,010906,2004,0.6580
I,USD,STD,INDL,C,UIC,2005-12-31,010906,2005,0.8920
I,USD,STD,INDL,C,SUB.2,1995-12-31,010909,1995,
I,USD,STD,INDL,C,SUB.2,1996-12-31,010909,1996,3.0000
I,USD,STD,INDL,C,SUB.2,1997-12-31,010909,1997,3.7000
I,USD,STD,INDL,C,SUB.2,1998-12-31,010909,1998,8.9000
I,USD,STD,INDL,C,SUB.2,1999-12-31,010909,1999,11.4000
I,USD,STD,INDL,C,SUB.2,2000-12-31,010909,2000,
I,USD,STD,INDL,C,3UMMF,1995-06-30,010915,1995,
A,USD,STD,INDL,C,UMBF,1995-12-31,010916,1995,
A,USD,STD,INDL,C,UMBF,1996-12-31,010916,1996,
A,USD,STD,INDL,C,UMBF,1997-12-31,010916,1997,
A,USD,STD,INDL,C,UMBF,1998-12-31,010916,1998,
A,USD,STD,INDL,C,UMBF,1999-12-31,010916,1999,
A,USD,STD,INDL,C,UMBF,2000-12-31,010916,2000,0.2620
A,USD,STD,INDL,C,UMBF,2001-12-31,010916,2001,0.3230
A,USD,STD,INDL,C,UMBF,2002-12-31,010916,2002,0.3550
A,USD,STD,INDL,C,UMBF,2003-12-31,010916,2003,0.4140
A,USD,STD,INDL,C,UMBF,2004-12-31,010916,2004,0.5110
A,USD,STD,INDL,C,UMBF,2005-12-31,010916,2005,0.8270
A,USD,STD,INDL,C,UMH,1995-12-31,010917,1995,
A,USD,STD,INDL,C,UMH,1996-12-31,010917,1996,
A,USD,STD,INDL,C,UMH,1997-12-31,010917,1997,
A,USD,STD,INDL,C,UMH,1998-12-31,010917,1998,
A,USD,STD,INDL,C,UMH,1999-12-31,010917,1999,
A,USD,STD,INDL,C,UMH,2000-12-31,010917,2000,0.0710
A,USD,STD,INDL,C,UMH,2001-12-31,010917,2001,0.0640
A,USD,STD,INDL,C,UMH,2002-12-31,010917,2002,0.0090
A,USD,STD,INDL,C,UMH,2003-12-31,010917,2003,0.0090
A,USD,STD,INDL,C,UMH,2004-12-31,010917,2004,0.1130
A,USD,STD,INDL,C,UMH,2005-12-31,010917,2005,0.0000
A,USD,STD,INDL,C,UPS,1995-12-31,010920,1995,
A,USD,STD,INDL,C,UPS,1996-12-31,010920,1996,3.0000
A,USD,STD,INDL,C,UPS,1997-12-31,010920,1997,5.0000
A,USD,STD,INDL,C,UPS,1998-12-31,010920,1998,7.0000
A,USD,STD,INDL,C,UPS,1999-12-31,010920,1999,13.0000
A,USD,STD,INDL,C,UPS,2000-12-31,010920,2000,27.0000
A,USD,STD,INDL,C,UPS,2001-12-31,010920,2001,51.0000
A,USD,STD,INDL,C,UPS,2002-12-31,010920,2002,68.0000
A,USD,STD,INDL,C,UPS,2003-12-31,010920,2003,51.0000
A,USD,STD,INDL,C,UPS,2004-12-31,010920,2004,25.0000
A,USD,STD,INDL,C,UPS,2005-12-31,010920,2005,8.0000
I,USD,STD,INDL,C,UPK,1995-12-31,010921,1995,
I,USD,STD,INDL,C,UPK,1996-12-31,010921,1996,
I,USD,STD,INDL,C,UPK,1997-12-31,010921,1997,
I,USD,STD,INDL,C,UPK,1998-12-31,010921,1998,
I,USD,STD,INDL,C,UPK,1999-12-31,010921,1999,
I,USD,STD,INDL,C,UPK,2000-12-31,010921,2000,
I,USD,STD,INDL,C,UPK,2001-12-31,010921,2001,0.1150
I,USD,STD,INDL,C,UPK,2002-12-31,010921,2002,0.0000
A,USD,STD,INDL,C,UAMY,1995-12-31,010930,1995,
A,USD,STD,INDL,C,UAMY,1996-12-31,010930,1996,
A,USD,STD,INDL,C,UAMY,1997-12-31,010930,1997,
A,USD,STD,INDL,C,UAMY,1998-12-31,010930,1998,
A,USD,STD,INDL,C,UAMY,1999-12-31,010930,1999,
A,USD,STD,INDL,C,UAMY,2000-12-31,010930,2000,
A,USD,STD,INDL,C,UAMY,2001-12-31,010930,2001,
A,USD,STD,INDL,C,UAMY,2002-12-31,010930,2002,
A,USD,STD,INDL,C,UAMY,2003-12-31,010930,2003,
A,USD,STD,INDL,C,UAMY,2004-12-31,010930,2004,
A,USD,STD,INDL,C,UAMY,2005-12-31,010930,2005,
I,USD,STD,INDL,C,USBC.,1995-12-31,010931,1995,
I,USD,STD,INDL,C,USBC.,1996-12-31,010931,1996,
A,USD,STD,INDL,C,BSIN,1995-05-31,010938,1994,
A,USD,STD,INDL,C,BSIN,1996-05-31,010938,1995,
A,USD,STD,INDL,C,BSIN,1997-05-31,010938,1996,
A,USD,STD,INDL,C,BSIN,1998-05-31,010938,1997,
A,USD,STD,INDL,C,BSIN,1999-05-31,010938,1998,
A,USD,STD,INDL,C,BSIN,2000-05-31,010938,1999,
A,USD,STD,INDL,C,BSIN,2001-05-31,010938,2000,2.7470
A,USD,STD,INDL,C,BSIN,2002-05-31,010938,2001,3.0800
A,USD,STD,INDL,C,BSIN,2002-12-31,010938,2002,
A,USD,STD,INDL,C,BSIN,2003-12-31,010938,2003,0.6530
A,USD,STD,INDL,C,BSIN,2004-12-31,010938,2004,0.2070
A,USD,STD,INDL,C,BSIN,2005-12-31,010938,2005,7.4870
I,USD,STD,INDL,C,3UAIRQ,1995-12-31,010946,1995,
I,USD,STD,INDL,C,3UAIRQ,1996-12-31,010946,1996,15.1690
I,USD,STD,INDL,C,3UAIRQ,1997-12-31,010946,1997,6.9940
I,USD,STD,INDL,C,3UAIRQ,1998-12-31,010946,1998,32.0000
I,USD,STD,INDL,C,3UAIRQ,1999-12-31,010946,1999,70.0000
I,USD,STD,INDL,C,3UAIRQ,2000-12-31,010946,2000,37.0000
I,USD,STD,INDL,C,3UAIRQ,2001-12-31,010946,2001,35.0000
I,USD,STD,INDL,C,3UAIRQ,2002-12-31,010946,2002,13.0000
I,USD,STD,INDL,C,3UAIRQ,2003-12-31,010946,2003,
I,USD,STD,INDL,C,3UAIRQ,2004-12-31,010946,2004,0.0000
I,USD,STD,INDL,C,USHC,1995-12-31,010948,1995,
I,USD,STD,INDL,C,UH,1995-12-31,010950,1995,
I,USD,STD,INDL,C,UH,1996-12-31,010950,1996,0.3780
I,USD,STD,INDL,C,UH,1997-12-31,010950,1997,0.7670
I,USD,STD,INDL,C,UH,1998-12-31,010950,1998,1.1000
I,USD,STD,INDL,C,UH,1999-12-31,010950,1999,2.1990
I,USD,STD,INDL,C,F2,1995-12-31,010955,1995,
I,USD,STD,INDL,C,F2,1996-12-31,010955,1996,
I,USD,STD,INDL,C,USMX,1995-12-31,010960,1995,
I,USD,STD,INDL,C,USMX,1996-12-31,010960,1996,
I,USD,STD,INDL,C,USR.1,1995-01-31,010969,1994,
I,USD,STD,INDL,C,MROX.CM,1995-12-31,010970,1995,
I,USD,STD,INDL,C,MROX.CM,1996-12-31,010970,1996,
I,USD,STD,INDL,C,MROX.CM,1997-12-31,010970,1997,
I,USD,STD,INDL,C,MROX.CM,1998-12-31,010970,1998,
I,USD,STD,INDL,C,MROX.CM,1999-12-31,010970,1999,
I,USD,STD,INDL,C,MROX.CM,2000-12-31,010970,2000,
I,USD,STD,INDL,C,USS.2,1995-12-31,010972,1995,
I,USD,STD,INDL,C,USS.2,1996-12-31,010972,1996,12.4000
I,USD,STD,INDL,C,USS.2,1997-12-31,010972,1997,33.4000
I,USD,STD,INDL,C,UST.1,1995-12-31,010974,1995,
I,USD,STD,INDL,C,UST.1,1996-12-31,010974,1996,2.9400
I,USD,STD,INDL,C,UST.1,1997-12-31,010974,1997,3.0320
I,USD,STD,INDL,C,UST.1,1998-12-31,010974,1998,5.8340
I,USD,STD,INDL,C,UST.1,1999-12-31,010974,1999,6.2410
I,USD,STD,INDL,C,UST.1,2000-12-31,010974,2000,6.5660
I,USD,STD,INDL,C,UST.1,2001-12-31,010974,2001,4.8960
I,USD,STD,INDL,C,UST.1,2002-12-31,010974,2002,4.4220
I,USD,STD,INDL,C,UST.1,2003-12-31,010974,2003,3.7720
I,USD,STD,INDL,C,UST.1,2004-12-31,010974,2004,3.1200
I,USD,STD,INDL,C,UST.1,2005-12-31,010974,2005,5.0640
I,USD,STD,INDL,C,UTC.2,1995-12-31,010978,1995,
I,USD,STD,INDL,C,UTC.2,1996-12-31,010978,1996,1.7190
I,USD,STD,INDL,C,UTC.2,1997-12-31,010978,1997,2.7050
I,USD,STD,INDL,C,UTC.2,1998-12-31,010978,1998,3.4110
I,USD,STD,INDL,C,UTC.2,1999-12-31,010978,1999,4.7960
I,USD,STD,INDL,C,USMG.CM,1995-12-31,010980,1995,
I,USD,STD,INDL,C,USMG.CM,1996-12-31,010980,1996,
I,USD,STD,INDL,C,USMG.CM,1997-12-31,010980,1997,
I,USD,STD,INDL,C,ESND,1995-12-31,010981,1995,
I,USD,STD,INDL,C,ESND,1996-12-31,010981,1996,0.0000
I,USD,STD,INDL,C,ESND,1997-12-31,010981,1997,-17.6200
I,USD,STD,INDL,C,ESND,1998-12-31,010981,1998,2.2600
I,USD,STD,INDL,C,ESND,1999-12-31,010981,1999,3.5880
I,USD,STD,INDL,C,ESND,2000-12-31,010981,2000,4.2160
I,USD,STD,INDL,C,ESND,2001-12-31,010981,2001,4.4900
I,USD,STD,INDL,C,ESND,2002-12-31,010981,2002,8.9040
I,USD,STD,INDL,C,ESND,2003-12-31,010981,2003,6.7830
I,USD,STD,INDL,C,ESND,2004-12-31,010981,2004,7.4400
I,USD,STD,INDL,C,ESND,2005-12-31,010981,2005,5.3970
I,USD,STD,INDL,C,COWP,1995-10-31,010982,1995,
I,USD,STD,INDL,C,COWP,1996-10-31,010982,1996,
I,USD,STD,INDL,C,COWP,1997-10-31,010982,1997,
I,USD,STD,INDL,C,COWP,1998-10-31,010982,1998,
I,USD,STD,INDL,C,COWP,1999-10-31,010982,1999,
I,USD,STD,INDL,C,COWP,2000-10-31,010982,2000,
I,USD,STD,INDL,C,COWP,2001-10-31,010982,2001,
I,USD,STD,INDL,C,COWP,2002-10-31,010982,2002,
I,USD,STD,INDL,C,COWP,2003-10-31,010982,2003,
I,USD,STD,INDL,C,COWP,2004-10-31,010982,2004,
I,USD,STD,INDL,C,COWP,2005-10-31,010982,2005,
A,USD,STD,INDL,C,RTX,1995-12-31,010983,1995,
A,USD,STD,INDL,C,RTX,1996-12-31,010983,1996,12.0000
A,USD,STD,INDL,C,RTX,1997-12-31,010983,1997,30.0000
A,USD,STD,INDL,C,RTX,1998-12-31,010983,1998,47.0000
A,USD,STD,INDL,C,RTX,1999-12-31,010983,1999,61.0000
A,USD,STD,INDL,C,RTX,2000-12-31,010983,2000,74.0000
A,USD,STD,INDL,C,RTX,2001-12-31,010983,2001,102.0000
A,USD,STD,INDL,C,RTX,2002-12-31,010983,2002,118.0000
A,USD,STD,INDL,C,RTX,2003-12-31,010983,2003,125.0000
A,USD,STD,INDL,C,RTX,2004-12-31,010983,2004,115.0000
A,USD,STD,INDL,C,RTX,2005-12-31,010983,2005,0.0000
I,USD,STD,INDL,C,S.4,1995-12-31,010984,1995,
I,USD,STD,INDL,C,S.4,1996-12-31,010984,1996,24.5000
I,USD,STD,INDL,C,S.4,1997-12-31,010984,1997,43.5000
I,USD,STD,INDL,C,S.4,1998-12-31,010984,1998,
I,USD,STD,INDL,C,S.4,1999-12-31,010984,1999,140.0000
I,USD,STD,INDL,C,S.4,2000-12-31,010984,2000,303.0000
I,USD,STD,INDL,C,S.4,2001-12-31,010984,2001,144.0000
I,USD,STD,INDL,C,S.4,2002-12-31,010984,2002,88.0000
I,USD,STD,INDL,C,S.4,2003-12-31,010984,2003,28.0000
I,USD,STD,INDL,C,S.4,2004-12-31,010984,2004,29.0000
I,USD,STD,INDL,C,S.4,2005-12-31,010984,2005,12.0000
I,USD,STD,INDL,C,FON4,1995-12-31,010985,1995,
I,USD,STD,INDL,C,FON4,1996-12-31,010985,1996,
I,USD,STD,INDL,C,FON4,1997-12-31,010985,1997,
I,USD,STD,INDL,C,FON6,1995-12-31,010988,1995,
I,USD,STD,INDL,C,FON6,1996-12-31,010988,1996,
I,USD,STD,INDL,C,FON6,1997-12-31,010988,1997,
I,USD,STD,INDL,C,FON6,1998-12-31,010988,1998,
I,USD,STD,INDL,C,FON6,1999-12-31,010988,1999,
I,USD,STD,INDL,C,FON6,2000-12-31,010988,2000,
I,USD,STD,INDL,C,FON6,2001-12-31,010988,2001,
I,USD,STD,INDL,C,FON6,2002-12-31,010988,2002,
I,USD,STD,INDL,C,UTVI,1995-12-31,010990,1995,
I,USD,STD,INDL,C,UTVI,1996-12-31,010990,1996,0.6350
I,USD,STD,INDL,C,UTVI,1997-12-31,010990,1997,0.6790
I,USD,STD,INDL,C,UTVI,1998-12-31,010990,1998,0.6720
I,USD,STD,INDL,C,UTVI,1999-12-31,010990,1999,0.9340
I,USD,STD,INDL,C,UTVI,2000-12-31,010990,2000,0.8950
A,USD,STD,INDL,C,LNWO,1995-10-31,010991,1995,
A,USD,STD,INDL,C,LNWO,1996-10-31,010991,1996,
A,USD,STD,INDL,C,LNWO,1997-10-31,010991,1997,
A,USD,STD,INDL,C,LNWO,1998-10-31,010991,1998,
A,USD,STD,INDL,C,LNWO,1999-10-31,010991,1999,
A,USD,STD,INDL,C,LNWO,2000-10-31,010991,2000,2.2630
A,USD,STD,INDL,C,LNWO,2001-12-31,010991,2001,2.6110
A,USD,STD,INDL,C,LNWO,2002-12-31,010991,2002,2.6300
A,USD,STD,INDL,C,LNWO,2003-12-31,010991,2003,3.6630
A,USD,STD,INDL,C,LNWO,2004-12-31,010991,2004,6.2010
